input_smiles,canonical_smiles,valid_smiles,ad_knn_in_domain,ad_knn_mean_distance,ad_knn_train_threshold,ad_knn_neighbors_used,ad_knn_train_quantile,ad_mahalanobis_in_domain,ad_mahalanobis_distance,ad_mahalanobis_train_threshold,ad_mahalanobis_train_quantile,ad_method_support_count,ad_method_available_count,ad_consensus_support_ratio,ad_consensus_concern,ad_consensus_interpretation
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,True,True,31.773569848736507,46.13867475890488,5,0.95,False,1090.7187852181676,909.9260592210811,0.975,1,2,0.5,Moderate concern,1/2 AD methods marked this molecule in-domain. Use caution and inspect nearest-neighbor chemistry.
